"","TVC.division","TVC.migration","ATM.division","ATM.migration","other"
"Rabep.image4.2020_07_14","inhibited","WT","WT","WT","WT"
"Rabep.image5.2020_07_14","WT","WT","enhanced","WT","TVC disposition"
"Rabep.image6.2020_07_14","inhibited","inhibited","WT","WT","WT"
"Rabep.image7_right.2020_07_14","WT","WT","WT","WT","WT"
"Rabep.image8.2020_07_14","WT","WT","WT","enhanced","WT"
"Rho.image1.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image10_left.2020_06_17","inhibited","WT","WT","WT","WT"
"Rho.image10_right.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image11_right.2020_06_17","WT","WT","enhanced","WT","WT"
"Rho.image12_left.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image13_right.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image14.2020_06_17","inhibited","WT","WT","WT","WT"
"Rho.image15.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image16.2020_06_17","WT","WT","enhanced","WT","TVC alignment"
"Rho.image17_left.2020_06_17","inhibited","WT","enhanced","enhanced","WT"
"Rho.image17_right.2020_06_17","WT","WT","enhanced","enhanced","WT"
"Rho.image18.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image19_left.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image19_right.2020_06_17","WT","WT","enhanced","enhanced","WT"
"Rho.image2_left.2020_06_17","WT","WT","WT","WT","TVC alignment"
"Rho.image2_right.2020_06_17","WT","WT","WT","WT","TVC alignment"
"Rho.image20.2020_06_17","inhibited","WT","WT","WT","WT"
"Rho.image3.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image4.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image5.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image6.2020_06_17","WT","WT","enhanced","WT","WT"
"Rho.image7.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image8.2020_06_17","WT","WT","WT","WT","WT"
"Rho.image9.2020_06_17","WT","WT","WT","WT","TVC alignment"
"Rho.slide1_image10_left.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image10_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image11.2020_02_06","inhibited","WT","WT","WT","WT"
"Rho.slide1_image12_left.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image12_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image13_left.2020_02_06","inhibited","inhibited","WT","WT","WT"
"Rho.slide1_image14.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image15_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image16.2020_02_06","WT","WT","WT","WT","TVC alignment"
"Rho.slide1_image18_left.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image18_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image19.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image2.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image20.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image21.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image22.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image23.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image24_right.2020_02_06","inhibited","inhibited","WT","WT","WT"
"Rho.slide1_image28_left.2020_02_06","inhibited","inhibited","WT","WT","WT"
"Rho.slide1_image29_left.2020_02_06","inhibited","inhibited","WT","WT","WT"
"Rho.slide1_image3.2020_02_06","inhibited","WT","WT","WT","WT"
"Rho.slide1_image30_left.2020_02_06","WT","WT","WT","WT","TVC alignment"
"Rho.slide1_image31.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image4.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image5_left.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image5_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image6.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image7.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image8.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide1_image9.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image1.2020_02_06","inhibited","inhibited","WT","WT","WT"
"Rho.slide2_image10.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image11.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image12_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image13_left.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image13_right.2020_02_06","WT","WT","enhanced","WT","WT"
"Rho.slide2_image14_left.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image14_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image16_left.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image16_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image17.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image18.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image19.2020_02_06","WT","WT","WT","enhanced","WT"
"Rho.slide2_image20_left.2020_02_06","WT","WT","WT","enhanced","WT"
"Rho.slide2_image20_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image21.2020_02_06","WT","WT","enhanced","enhanced","WT"
"Rho.slide2_image22.2020_02_06","WT","WT","enhanced","enhanced","WT"
"Rho.slide2_image23_left.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image23_right.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image24.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image25.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image26.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image3.2020_02_06","WT","WT","WT","WT","TVC alignment"
"Rho.slide2_image4.2020_02_06","WT","WT","WT","WT","WT"
"Rho.slide2_image5.2020_02_06","inhibited","WT","WT","enhanced","WT"
"Rho.slide2_image6_left.2020_02_06","inhibited","inhibited","WT","WT","TVC alignment"
"Rho.slide2_image9.2020_02_06","WT","WT","WT","WT","TVC alignment"
"Rock.image1_left.2020_07_14","inhibited","WT","WT","WT","WT"
"Rock.image1_left.2020_07_23","WT","WT","WT","WT","WT"
"Rock.image1_right.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image1_right.2020_07_23","inhibited","WT","WT","WT","WT"
"Rock.image10.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image12.2020_07_14","inhibited","WT","WT","WT","WT"
"Rock.image13_right.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image14.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image15.2020_07_14","WT","WT","WT","WT","TVC alignment"
"Rock.image18_left.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image19_right.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image2.2020_07_14","inhibited","WT","WT","WT","WT"
"Rock.image2.2020_07_23","inhibited","WT","WT","enhanced","WT"
"Rock.image20_left.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image20_right.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image3.2020_07_14","inhibited","inhibited","enhanced","WT","WT"
"Rock.image3.2020_07_23","WT","WT","WT","WT","WT"
"Rock.image4.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image4.2020_07_23","WT","WT","WT","WT","WT"
"Rock.image5.2020_07_14","inhibited","WT","WT","WT","WT"
"Rock.image6_left.2020_07_23","inhibited","WT","WT","WT","WT"
"Rock.image6_right.2020_07_23","inhibited","WT","WT","WT","WT"
"Rock.image6.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image7_right.2020_07_23","WT","WT","enhanced","enhanced","WT"
"Rock.image7.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image8_left.2020_07_14","WT","WT","WT","WT","WT"
"Rock.image8_right.2020_07_14","WT","WT","WT","WT","TVC disposition"
"Rock.image9.2020_07_14","WT","WT","WT","WT","WT"
"Tol.slide1_image10.2020_11_05","WT","WT","WT","WT","WT"
"Tol.slide1_image11_left.2020_11_05","WT","WT","enhanced","enhanced","WT"
"Tol.slide1_image11_right.2020_11_05","WT","WT","enhanced","WT","WT"
"Tol.slide1_image12_left.2020_11_04","inhibited","WT","WT","WT","WT"
"Tol.slide1_image12_right.2020_11_04","WT","WT","WT","WT","WT"
"Tol.slide1_image13_right.2020_11_05","WT","WT","WT","enhanced","WT"
"Tol.slide1_image13.2020_11_04","WT","WT","WT","enhanced","WT"
"Tol.slide1_image15_left.2020_11_04","WT","WT","WT","WT","WT"
"Tol.slide1_image15_right.2020_11_04","WT","WT","WT","enhanced","WT"
"Tol.slide1_image17.2020_11_05","WT","WT","WT","enhanced","WT"
"Tol.slide1_image19.2020_11_04","WT","WT","WT","WT","WT"
"Tol.slide1_image2.2020_11_04","WT","WT","enhanced","enhanced","WT"
"Tol.slide1_image20.2020_11_05","WT","WT","WT","enhanced","WT"
"Tol.slide1_image21_right.2020_11_05","WT","WT","WT","enhanced","WT"
"Tol.slide1_image23.2020_11_05","WT","WT","enhanced","enhanced","WT"
"Tol.slide1_image24_right.2020_11_04","inhibited","WT","WT","WT","WT"
"Tol.slide1_image26.2020_11_05","inhibited","WT","WT","enhanced","WT"
"Tol.slide1_image27.2020_11_05","inhibited","WT","WT","enhanced","WT"
"Tol.slide1_image31_left.2020_11_05","WT","WT","enhanced","enhanced","WT"
"Tol.slide1_image31_right.2020_11_05","WT","WT","WT","WT","WT"
"Tol.slide1_image31.2020_11_04","WT","WT","WT","WT","WT"
"Tol.slide1_image32.2020_11_04","WT","WT","enhanced","enhanced","WT"
"Tol.slide1_image39.2020_11_05","WT","WT","enhanced","enhanced","WT"
"Tol.slide1_image4.2020_11_04","inhibited","inhibited","WT","WT","WT"
"Tol.slide1_image40.2020_11_05","WT","WT","enhanced","enhanced","WT"
"Tol.slide1_image42.2020_11_04","WT","WT","WT","WT","TVC alignment"
"Tol.slide1_image48_left.2020_11_04","WT","WT","enhanced","WT","WT"
"Tol.slide1_image48_right.2020_11_04","WT","WT","enhanced","WT","WT"
"Tol.slide1_image48.2020_11_05","WT","WT","WT","WT","WT"
"Tol.slide1_image5_left.2020_11_04","WT","WT","enhanced","WT","WT"
"Tol.slide1_image5_right.2020_11_04","WT","WT","WT","WT","WT"
"Tol.slide1_image5_right.2020_11_05","WT","WT","enhanced","WT","WT"
"Tol.slide1_image50.2020_11_05","inhibited","WT","WT","enhanced","WT"
"Tol.slide1_image51_left.2020_11_05","WT","WT","WT","enhanced","WT"
"Tol.slide1_image52.2020_11_05","WT","WT","WT","enhanced","WT"
"Tol.slide1_image54_left.2020_11_05","WT","WT","enhanced","enhanced","WT"
"Tol.slide1_image54_right.2020_11_05","inhibited","inhibited","WT","WT","WT"
"Tol.slide1_image8_left.2020_11_05","WT","WT","enhanced","enhanced","WT"
"Tol.slide1_image8_right.2020_11_05","WT","WT","WT","WT","WT"
"Tol.slide2_image1.2020_11_04","WT","WT","WT","enhanced","WT"
"Tol.slide2_image11_left.2020_11_04","inhibited","WT","WT","enhanced","WT"
"Tol.slide2_image11_right.2020_11_04","WT","WT","WT","WT","WT"
"Tol.slide2_image11.2020_11_05","WT","WT","WT","WT","WT"
"Tol.slide2_image12_left.2020_11_04","WT","WT","enhanced","enhanced","WT"
"Tol.slide2_image15.2020_11_04","WT","WT","WT","enhanced","WT"
"Tol.slide2_image17.2020_11_05","WT","WT","WT","WT","WT"
"Tol.slide2_image18.2020_11_04","WT","WT","enhanced","enhanced","WT"
"Tol.slide2_image18.2020_11_05","WT","WT","enhanced","enhanced","WT"
"Tol.slide2_image2.2020_11_04","inhibited","WT","WT","enhanced","WT"
"Tol.slide2_image20.2020_11_05","WT","WT","WT","WT","WT"
"Tol.slide2_image22_left.2020_11_04","WT","WT","enhanced","WT","WT"
"Tol.slide2_image25_left.2020_11_04","WT","WT","WT","WT","WT"
"Tol.slide2_image25_right.2020_11_04","WT","WT","enhanced","enhanced","WT"
"Tol.slide2_image3.2020_11_04","WT","WT","WT","enhanced","WT"
"Tol.slide2_image38_left.2020_11_04","inhibited","WT","WT","WT","WT"
"Tol.slide2_image8.2020_11_04","WT","WT","WT","WT","WT"
"Tol.slide2_image9.2020_11_04","WT","WT","enhanced","enhanced","WT"
"Tyrosinase.image1_left.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image1_right.2020_06_17","WT","inhibited","WT","WT","WT"
"Tyrosinase.image1.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image1.2020_07_23","WT","WT","WT","WT","WT"
"Tyrosinase.image10_right.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image10.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image10.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image10.2020_07_23","WT","WT","WT","WT","WT"
"Tyrosinase.image11.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image11.2020_07_14","WT","WT","enhanced","enhanced","WT"
"Tyrosinase.image12.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image12.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image13.2020_01_10","WT","WT","enhanced","enhanced","WT"
"Tyrosinase.image13.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image14_left.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image14_left.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image14_right.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image15_left.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image15_left.2020_07_14","WT","WT","WT","WT","TVC disposition"
"Tyrosinase.image15_right.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image15_right.2020_07_14","WT","WT","WT","WT","TVC alignment"
"Tyrosinase.image16_left.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image16_left.2020_07_14","inhibited","WT","WT","WT","WT"
"Tyrosinase.image16_right.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image16_right.2020_07_14","inhibited","WT","WT","WT","WT"
"Tyrosinase.image17.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image17.2020_07_14","WT","WT","WT","WT","TVC alignment"
"Tyrosinase.image2.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image2.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image2.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image3_left.2020_06_17","inhibited","WT","WT","WT","WT"
"Tyrosinase.image3_left.2020_07_23","WT","WT","WT","WT","WT"
"Tyrosinase.image3_right.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image3_right.2020_07_23","WT","WT","WT","WT","WT"
"Tyrosinase.image3.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image3.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image4.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image5_left.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image5_left.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image5_right.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image5.2020_07_23","WT","WT","enhanced","enhanced","WT"
"Tyrosinase.image6_left.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image6_left.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image6_right.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image6.2020_07_23","WT","WT","WT","WT","WT"
"Tyrosinase.image7_left.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image7_right.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image7.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image7.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image7.2020_07_23","WT","WT","WT","WT","WT"
"Tyrosinase.image8_left.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image8.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image8.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image8.2020_07_23","WT","WT","WT","enhanced","WT"
"Tyrosinase.image9_left.2020_07_14","WT","WT","WT","WT","WT"
"Tyrosinase.image9_right.2020_07_14","inhibited","WT","WT","WT","WT"
"Tyrosinase.image9.2020_01_10","WT","WT","WT","WT","WT"
"Tyrosinase.image9.2020_06_17","WT","WT","WT","WT","WT"
"Tyrosinase.image9.2020_07_23","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image1_left.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image1_right.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image1.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image10_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image10_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image11_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image11_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image12.2019_08_29","WT","inhibited","WT","WT","WT"
"Tyrosinase.slide1_image13.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image14.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image15.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image16.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image17.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image18_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image18_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image19_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image19_right.2019_08_29","WT","WT","WT","WT","TVC disposition"
"Tyrosinase.slide1_image2_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image2_left.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image2_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image2_right.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image20.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image3_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image3_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image3.2020_02_06","WT","inhibited","enhanced","WT","WT"
"Tyrosinase.slide1_image3.2020_10_06","WT","WT","enhanced","enhanced","WT"
"Tyrosinase.slide1_image4_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image4_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image4.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image5_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image5_left.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image5_right.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image5_right.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image5.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image6_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image6_right.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image6.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image6.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image7_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image7_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image7_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image7_right.2020_02_06","WT","inhibited","WT","WT","WT"
"Tyrosinase.slide1_image7.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image8_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image8_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image8_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image8_right.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image9_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide1_image9_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image1.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image1.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image1.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image10_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image10_right.2020_02_06","WT","WT","WT","enhanced","WT"
"Tyrosinase.slide2_image10.2019_08_29","WT","WT","WT","WT","TVC alignment"
"Tyrosinase.slide2_image11_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image11_right.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image11.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image12_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image12_right.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image13_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image13_right.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image13.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image14.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image14.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image15.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image15.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image16_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image17.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image18_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image18_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image19.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image2_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image2_right.2020_02_06","inhibited","inhibited","WT","WT","WT"
"Tyrosinase.slide2_image2.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image20.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image21.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image22_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image22_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image23_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image23_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image3.2019_08_29","WT","WT","WT","WT","TVC disposition"
"Tyrosinase.slide2_image3.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image3.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image4_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image4_left.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image4_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image4_right.2020_10_06","WT","WT","enhanced","WT","TVC disposition"
"Tyrosinase.slide2_image4.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image5_left.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image5_left.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image5_right.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image5_right.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image6_left.2020_02_06","WT","WT","WT","WT","TVC alignment"
"Tyrosinase.slide2_image6_right.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image7.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image7.2020_10_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image8.2020_02_06","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image9_left.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image9_right.2019_08_29","WT","WT","WT","WT","WT"
"Tyrosinase.slide2_image9.2020_02_06","WT","WT","WT","WT","WT"
"X5HTR.slide1_image1.2020_11_05","WT","WT","enhanced","enhanced","WT"
"X5HTR.slide1_image10.2020_11_05","WT","WT","enhanced","enhanced","WT"
"X5HTR.slide1_image11.2020_11_04","enhanced","WT","WT","WT","TVC alignment"
"X5HTR.slide1_image12.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide1_image13_left.2020_11_05","WT","WT","WT","WT","WT"
"X5HTR.slide1_image13_right.2020_11_05","WT","WT","enhanced","enhanced","WT"
"X5HTR.slide1_image15_right.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide1_image16_left.2020_11_05","WT","WT","enhanced","enhanced","WT"
"X5HTR.slide1_image17.2020_11_04","inhibited","inhibited","WT","WT","WT"
"X5HTR.slide1_image7_left.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide1_image7_right.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide1_image8_right.2020_11_04","WT","WT","enhanced","enhanced","WT"
"X5HTR.slide1_image9.2020_11_05","inhibited","WT","WT","WT","WT"
"X5HTR.slide2_image1.2020_11_05","WT","WT","enhanced","enhanced","WT"
"X5HTR.slide2_image10.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide2_image11_left.2020_11_04","WT","WT","enhanced","WT","WT"
"X5HTR.slide2_image11_right.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide2_image12_left.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide2_image12_right.2020_11_04","WT","WT","WT","WT","TVC alignment"
"X5HTR.slide2_image13_left.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide2_image13_right.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide2_image14_left.2020_11_05","WT","WT","enhanced","enhanced","WT"
"X5HTR.slide2_image14_right.2020_11_05","WT","WT","WT","WT","WT"
"X5HTR.slide2_image14.2020_11_04","WT","WT","enhanced","enhanced","WT"
"X5HTR.slide2_image17_left.2020_11_05","inhibited","WT","WT","WT","WT"
"X5HTR.slide2_image18.2020_11_05","WT","WT","WT","enhanced","WT"
"X5HTR.slide2_image22.2020_11_05","WT","WT","enhanced","enhanced","WT"
"X5HTR.slide2_image25.2020_11_05","inhibited","inhibited","WT","WT","WT"
"X5HTR.slide2_image26_left.2020_11_05","WT","WT","WT","WT","WT"
"X5HTR.slide2_image26_right.2020_11_05","WT","WT","WT","WT","WT"
"X5HTR.slide2_image28.2020_11_05","WT","inhibited","WT","WT","WT"
"X5HTR.slide2_image30.2020_11_05","WT","WT","WT","WT","WT"
"X5HTR.slide2_image4.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide2_image5_left.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide2_image6_left.2020_11_04","WT","WT","WT","WT","WT"
"X5HTR.slide2_image6_right.2020_11_04","inhibited","inhibited","WT","WT","WT"
"X5HTR.slide2_image6.2020_11_05","WT","WT","enhanced","enhanced","TVC alignment"
